country_code,company_code,account_number,vendor_name,vendor_group,vendor_country_code,resident_foreigner_indicator,document_number,document_header_text,financial_line_number,item_text,document_date,posting_date,entry_date,fiscal_year,fiscal_period,document_type,document_status_indicator,reference_number,reference_key,assignment_number,transaction_code,posting_key,clearing_document,clearing_date,clearing_fiscal_year,invoice_number,invoice_line_number,invoice_fiscal_year,currency_key,amount_document_currency,local_currency,amount_local_currency,second_local_currency,second_local_currency_amount,debit_credit_indicator,general_ledger_account,general_ledger_account_name,special_gl_transaction_type,special_gl_indicator,sales_tax_code,baseline_date,due_date,real_difference,payment_terms_code,payment_terms_description,payment_terms_days,payment_terms_date_indicator,company_payment_terms_code,company_payment_terms_description,company_payment_terms_days,company_payment_terms_date_indicator,cash_discount_days_1,cash_discount_percentage_1,cash_discount_days_2,cash_discount_percentage_2,net_payment_terms_period,eligible_cash_discount_document_amount,cash_discount_local_amount,cash_discount_document_amount,payment_method,payment_date,payment_on_time,payment_block,last_dunned_date,partner_bank_type,settlement_reference_date,third_currency_penalty_amount,general_ledger_updating_amount,general_ledger_update_currency,purchasing_document_number,purchasing_line_number,username,exchange_rate,vendor_blocking_request_1,vendor_blocking_request_2,vendor_blocking_request_3,id_for_account_details,short_key_for_a_house_bank,__partition_column,__insert_gmt_ts,__update_gmt_ts
DO,DO02,0000336933,H Y L S A,VOTH,DO,Resident,5100002089,E310000019161,1,SERVICIOS NEUMATICOS LIVIANO BAV AGOSTO,2025-10-07,2025-11-06,2025-11-06,2025,11,RE,,01-FC-612281,51056086462025,4500008325,MIRO,31,2000117360,2026-03-02,2026,,0,0,DOP,-5040.960000,DOP,-5040.960000,USD,-78.080000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2025-12-01,2026-03-01,147,P090,FD - Fixed date 1 - (90days),090,Fecha Contabilizacion,P150,FD - Fixed date 1 - (150days),150,Fecha Contabilizacion,90,0.000,0,0.000,0,5040.960000,0.000000,0.000000,,2026-03-02,OUT,,,,,0.000000,5040.960000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,PPA01,CERVECERIA NACIONAL S DE RL (NAME A,VICO,PA,Foreigner,5100008329,E470000030050,1,PRESIDENTE 20468,2025-12-02,2025-12-10,2025-12-10,2025,12,RE,,1-001-0000034223,51056153242025,4500023543,MIRO,31,2000035681,2026-01-23,2026,,0,0,USD,-21530.880000,DOP,-1388526.450000,USD,-21530.880000,H,0059020101,Cuentas por pagar comerciales intercompa  a,,,RA,2025-12-06,2026-01-05,53,H030,FD - Fixed date 14 - (30days),030,Fecha Documento,A000,,000,Fecha Documento,30,0.000,0,0.000,0,21530.880000,0.000000,0.000000,1,2026-01-23,OUT,,,0001,,0.000000,21530.880000,USD,,00000,SAP_WFRT,64.49000,,,,,CIT02,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000336498,CAMNA SRL,VOTH,DO,Resident,5100007459,B0100000099,1,SERVICIO DE MANTENIIMIENTO SUMINISTRO,2025-12-01,2025-12-01,2025-12-01,2025,12,RE,,0000000099,51056136492025,4500022929,MIRO,31,,,0000,,0,0,DOP,-1229729.920000,DOP,-1229729.920000,USD,-19343.660000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2025-12-02,2026-04-01,122,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,120,0.000,0,0.000,0,1229729.920000,0.000000,0.000000,,2026-04-01,OUT,,,,,0.000000,1229729.920000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000336610,OHOMTAS SRL,VOTH,DO,Resident,5100003416,B0100000796,1,Asbesto bandas/ Resortes,2025-10-22,2025-10-29,2025-10-29,2025,10,RE,,INV/2025/00365,51056067612025,4500012324,MIRO,31,2000117316,2026-03-02,2026,,0,0,DOP,-39766.940000,DOP,-39766.940000,USD,-617.580000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2025-11-01,2026-03-01,132,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,120,0.000,0,0.000,0,39766.940000,0.000000,0.000000,,2026-03-02,OUT,,,,,0.000000,39766.940000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0012686485,ENDULZZA DEL CARIBE SRL,VSUP,DO,Resident,5100002757,E310000003951,1,CREMA,2025-10-17,2025-10-27,2025-10-27,2025,10,RE,,100032606,51056059422025,4500001800,MIRO,31,2000142103,2025-12-01,2025,,0,0,DOP,-1727966.670000,DOP,-1727966.670000,USD,-26869.880000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RC,2025-11-01,2025-12-01,46,P030,FD - Fixed date 1 - (30days),030,Fecha Contabilizacion,K030,FD - Fixed date 4-14 - (30days),030,Fecha Documento,30,0.000,0,0.000,0,1727966.670000,0.000000,0.000000,4,2025-12-01,OUT,,,0002,,0.000000,1727966.670000,DOP,,00000,SAP_WFRT,1.00000,,,,,CIT01,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000337034,Granelera Del Caribe S R L,VOTH,DO,Resident,5100000812,E310000000187,1,MANEJO Y ALMACENAJE MALTA,2025-09-08,2025-10-03,2025-10-03,2025,10,RE,,0095000680,51056024612025,4500011684.,MIRO,31,2000142152,2025-12-01,2025,,0,0,USD,-146556.000000,DOP,-9204903.900000,USD,-146556.000000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2025-11-01,2025-12-01,85,P030,FD - Fixed date 1 - (30days),030,Fecha Contabilizacion,C060,FD - Fixed date 1 - (60days),060,Fecha Documento,30,0.000,0,0.000,0,146556.000000,0.000000,0.000000,1,2025-12-01,OUT,,,0002,,0.000000,146556.000000,USD,,00000,SAP_WFRT,62.80810,,,,,CIT02,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000337359,Zona Franca Multimodal Caucedo S A,VOTH,DO,Resident,5100009350,E310000293835,1,ALMACENAJE CONTENEDOR 40',2025-10-11,2025-12-08,2025-12-08,2025,12,RE,,T-CMS-02658941,51056149982025,4500032638,MIRO,31,2000164219,2025-12-12,2025,,0,0,DOP,-19623.670000,DOP,-19623.670000,USD,-302.780000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2025-10-12,2025-11-26,63,K045,FD - Fixed date 4-14 - (45days),045,Fecha Documento,K045,FD - Fixed date 4-14 - (45days),045,Fecha Documento,45,0.000,0,0.000,0,19623.670000,0.000000,0.000000,4,2025-12-12,OUT,,,0001,,0.000000,19623.670000,DOP,,00000,SAP_WFRT,1.00000,,,,,CIT01,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000336941,Edenorte Dominicana S A,VOTH,DO,Resident,5100005711,E310000454071,1,Energia,2025-11-05,2025-11-12,2025-11-12,2025,11,RE,,202512179881,51056097292025,450009354,MIRO,31,2000128370,2025-11-19,2025,,0,0,DOP,-857188.550000,DOP,-857188.550000,USD,-13277.850000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RA,2025-11-05,2025-11-12,15,K007,FD - Fixed date 4-14 - (7days),007,Fecha Documento,K007,FD - Fixed date 4-14 - (7days),007,Fecha Documento,7,0.000,0,0.000,0,857188.550000,0.000000,0.000000,,2025-11-19,OUT,,,,,0.000000,857188.550000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000337231,Vidriera Centroamericana S A,VOTH,CR,Foreigner,5100012277,E4700030548,1,C2583_127P_BOHEMIA,2025-12-18,2025-12-31,2025-12-31,2025,12,RE,,1200069059,51056193832025,4500022742,MIRO,31,,,0000,,0,0,USD,-54144.500000,DOP,-3427536.360000,USD,-54144.500000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RA,2026-01-12,2026-05-01,135,P109,Fixed Date 1 - (109 days),109,Fecha Contabilizacion,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,109,0.000,0,0.000,0,54144.500000,0.000000,0.000000,,2026-05-01,OUT,,,,,0.000000,54144.500000,USD,,00000,SAP_WFRT,63.30350,,,,,,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
DO,DO02,0000337231,Vidriera Centroamericana S A,VOTH,CR,Foreigner,5100005495,E470000029226,1,BOT. NUEVAS AMBAR 12 OZ,2025-10-31,2025-11-11,2025-11-11,2025,11,RE,,1200068357,51056094202025,4500001021,MIRO,31,2000117580,2026-03-02,2026,,0,0,USD,-10828.900000,DOP,-699088.880000,USD,-10828.900000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RA,2025-11-12,2026-03-01,123,P109,Fixed Date 1 - (109 days),109,Fecha Contabilizacion,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,109,0.000,0,0.000,0,10828.900000,0.000000,0.000000,1,2026-03-02,OUT,,,,,0.000000,10828.900000,USD,,00000,SAP_WFRT,64.55770,,,,,CIT02,2025,2026-03-19T16:10:28.000Z,2026-03-19T16:10:28.000Z
